State,Constituency,Candidate,Party,Votes
MP,BETUL,HEMANT VIJAY KHANDELWAL,Bharatiya Janata Party,75072
,,,,
MP,BETUL,LATA-RAJU MHASKI,Sapaks Party,3916
,,,,
MP,BETUL,RAKESH CHOUKIKAR,Bahujan Samaj Party,2296
,,,,
MP,BETUL,RAJU CHARPE,Independent,1321
,,,,
MP,BETUL,AJAY,Aam Aadmi Party,1004
,,,,
MP,BETUL,REKHA GALFAT,Independent,862
,,,,
MP,BETUL,KALLUSINGH UIKEY,Gondvana Gantantra Party,850
,,,,
MP,BETUL,RAJ RANE,Independent,486
,,,,
MP,BETUL,GULABCHAND MAYWAD,Independent,353
,,,,
MP,BETUL,AAZAD CHANDRA SHEKHER PANDOLE SAMAJ SEVAK,Independent,228
,,,,
MP,BETUL,ASHOK KUMAR SONI,Independent,139
,,,,
MP,BETUL,KANHAIYA YADAV,Independent,126
,,,,
MP,BETUL,None of the Above,None of the Above,4635
,,,,
MP,BHAGWANPURA,KEDAR CHIDABHAI DAWAR,Independent,73758
,,,,
MP,BHAGWANPURA,JAMNASINGH SOLANKI,Bharatiya Janata Party,64042
,,,,
MP,BHAGWANPURA,VIJAY SINGH SOLANKI,Indian National Congress,20112
,,,,
MP,BHAGWANPURA,BHAI KIRANSINGH BADOLE (KIRESH),Communist Party of India,2809
,,,,
MP,BHAGWANPURA,RAKESH S/O TUKARAM CHOUHAN,Bahujan Samaj Party,1577
,,,,
MP,BHAGWANPURA,AMIT  BALKE,Independent,1456
,,,,
MP,BHAGWANPURA,PARSRAM BABULAL,Sapaks Party,1037
,,,,
MP,BHAGWANPURA,BHURELAL BILWALE,Aam Aadmi Party,942
,,,,
MP,BHAGWANPURA,None of the Above,None of the Above,4371
,,,,
MP,BHAINSDEHI,DHARMU SINGH SIRSAM,Indian National Congress,104592
,,,,
MP,BHAINSDEHI,MAHENDRA SINGH CHOUHAN,Bharatiya Janata Party,73712
,,,,
MP,BHAINSDEHI,SEVARAM EWANEY,Gondvana Gantantra Party,5693
,,,,
MP,BHAINSDEHI,NARBADI UIKEY,Bahujan Samaj Party,3128
,,,,
MP,BHAINSDEHI,RANGILAL MESHRAM,Bahujan Mukti Party,2410
,,,,
MP,BHAINSDEHI,YOGENDRA SINGH CHOUHAN,Independent,1951
,,,,
MP,BHAINSDEHI,SUNIL KAWDE,Aam Aadmi Party,1315
,,,,
MP,BHAINSDEHI,None of the Above,None of the Above,7948
,,,,
MP,BHANDER ,RAKSHA SANTRAM SARONIYA,Indian National Congress,73569
,,,,
MP,BHANDER ,RAJNI PRAJAPATI,Bharatiya Janata Party,33673
,,,,
MP,BHANDER ,SMT. KIRAN BALA,Bahujan Samaj Party,2641
,,,,
MP,BHANDER ,NARAYAN SINGH (BABUJI),Bahujan Sangharshh Dal,2322
,,,,
MP,BHANDER ,KARAN SINGH,Bhartiya Shakti Chetna Party,1165
,,,,
MP,BHANDER ,UMESH KUMAR PRAJAPATI,Independent,1040
,,,,
MP,BHANDER ,GHANSHYAM (KORI),Sanjhi Virasat Party,876
,,,,
MP,BHANDER ,KHETAAN SINGH PARIHAR,Independent,809
,,,,
MP,BHANDER ,UTTAM SINGH,Independent,446
,,,,
MP,BHANDER ,ASHOK DANDOTIYA,Independent,345
,,,,
MP,BHANDER ,GHANSHYAM VERMA,Aam Aadmi Party,313
,,,,
MP,BHANDER ,None of the Above,None of the Above,1227
,,,,
MP,BHIKANGAON,JHUMA DR. DHYANSINGH SOLANKI,Indian National Congress,91635
,,,,
MP,BHIKANGAON,DHOOL SINGH DAWAR,Bharatiya Janata Party,64378
,,,,
MP,BHIKANGAON,"RAJENDRA TUKARAM ""VIKAS""",Independent,2275
,,,,
MP,BHIKANGAON,BABALU S/O BHANGI,Bahujan Samaj Party,1354
,,,,
MP,BHIKANGAON,BANSINGH DAWAR,Independent,618
,,,,
MP,BHIKANGAON,GODAVARI TUKARAM BHASKARE,Independent,533
,,,,
MP,BHIKANGAON,RAMU SIRSATE,Aam Aadmi Party,414
,,,,
MP,BHIKANGAON,KRISHNA GHOSHLE,Independent,337
,,,,
MP,BHIKANGAON,None of the Above,None of the Above,3885
,,,,
MP,BHIND ,SANJEEV SINGH (SANJU),Bahujan Samaj Party,69107
,,,,
MP,BHIND ,CHAUDHARY RAKESH SINGH CHATURVEDI,Bharatiya Janata Party,33211
,,,,
MP,BHIND ,NARENDRA SINGH KUSHWAH,Samajwadi Party,30474
,,,,
MP,BHIND ,DR. RAMESH DUBEY,Indian National Congress,8297
,,,,
MP,BHIND ,CHUNNILAL PRAJAPATI,Bahujan Mukti Party,729
,,,,
MP,BHIND ,DR. MANOJ JAIN,Sapaks Party,687
,,,,
MP,BHIND ,UDAYVEER SINGH,Independent,655
,,,,
MP,BHIND ,DALVEER SINGH RATHOR,Shiv Sena,600
,,,,
MP,BHIND ,BHAI MUKESH  GARG - PARSHAD,Bahujan Sangharshh Dal,566
,,,,
MP,BHIND ,DR. RAMKUMAR TRIPATHI (SEETI),Independent,526
,,,,
MP,BHIND ,REKHA MUNNA SHAKYA,All India Forward Bloc,448
,,,,
MP,BHIND ,SAKET SAXENA,Aam Aadmi Party,427
,,,,
MP,BHIND ,SURESH,Independent,282
,,,,
MP,BHIND ,REKHA - RAKESH AGRAWAL,Bhartiya Sarvsamaj Party,234
,,,,
MP,BHIND ,CHAU. CALLECTAR SINGH,Independent,204
,,,,
MP,BHIND ,SUNIL,Independent,201
,,,,
MP,BHIND ,MANOJ SINGH KUSHWAH (FOUZI),Bhartiya Jan Yug Party,168
,,,,
MP,BHIND ,JASMANT SINGH,Jan Adhikar Party,164
,,,,
MP,BHIND ,None of the Above,None of the Above,942
,,,,
MP,BHITARWAR,LAKHAN SINGH YADAV,Indian National Congress,66439
,,,,
MP,BHITARWAR,ANOOP MISHRA,Bharatiya Janata Party,54309
,,,,
MP,BHITARWAR,"VISHVJIT ""BEENU PATEL""",Bahujan Samaj Party,18728
,,,,
MP,BHITARWAR,GUDDU BHAIYA @ RAGHVENDRA SINGH TOMAR,Independent,9154
,,,,
MP,BHITARWAR,BHURI,Bhartiya Veer Dal,1029
,,,,
MP,BHITARWAR,"HARI SAHARIYA ""ADIWASI""",Independent,1016
,,,,
MP,BHITARWAR,BAGAT SINGH RAWAT,Independent,775
,,,,
MP,BHITARWAR,KALYAN SINGH KUSHWAH,Rashtriya Samanta Dal,735
,,,,
MP,BHITARWAR,SHAKUNTLA CHAUDHARY,Aam Aadmi Party,453
,,,,
MP,BHITARWAR,TARA SINGH,Rashtriya Rakshak Morcha,419
,,,,
MP,BHITARWAR,GURVINDER SINGH GILL,Jan Sangharsh Virat Party,418
,,,,
MP,BHITARWAR,CHHAVI RAM BAGHEL,Independent,375
,,,,
MP,BHITARWAR,DHYANENDRA SHARMA (KHADDAR PACHOURA),Sapaks Party,331
,,,,
MP,BHITARWAR,TEJPAL SINGH RAWAT TONY BHAIYA,Samajwadi Party,329
,,,,
MP,BHITARWAR,SURESH BAGHEL,Jan Adhikar Party,252
,,,,
MP,BHITARWAR,None of the Above,None of the Above,1325
,,,,
MP,BHOJPUR,SURENDRA PATWA,Bharatiya Janata Party,92458
,,,,
MP,BHOJPUR,SURESH PACHOURI,Indian National Congress,62972
,,,,
MP,BHOJPUR,RAVI DHURVEY,Gondvana Gantantra Party,10772
,,,,
MP,BHOJPUR,POHAP SINGH CHOUDHRY,Bahujan Samaj Party,1642
,,,,
MP,BHOJPUR,ARPIT SHRIVASTAVA,Aam Aadmi Party,1406
,,,,
MP,BHOJPUR,MAN SINGH RAGHUWANSHI,Independent,1002
,,,,
MP,BHOJPUR,PAPPU SINGH,Independent,869
,,,,
MP,BHOJPUR,KU. SEEMA SHARMA,Sapaks Party,457
,,,,
MP,BHOJPUR,MANOJ MEENA,Jai Lok Party,450
,,,,
MP,BHOJPUR,ANIL MANDLOI,Independent,434
,,,,
MP,BHOJPUR,DR. DHARMENDRA AHIRWAR,Bahujan Sangharshh Dal,399
,,,,
MP,BHOJPUR,RAVINDRA KUMAR SAHU,All India Democratic Party,381
,,,,
MP,BHOJPUR,None of the Above,None of the Above,1848
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,P.C.SHARMA,Indian National Congress,67323
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,UMASHANKAR GUPTA,Bharatiya Janata Party,60736
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,RANDHEER BHOJANE,Bahujan Samaj Party,2154
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,DR.KANTI LAL SAHU (RETD. DIRECTOR HEALTH),Sapaks Party,2152
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,ALOK AGARWAL,Aam Aadmi Party,1654
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,PRADEEP KHANDELWAL,Independent,482
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,"QAZEE MOHD.YOUSUF JAMEI ""ALIM SAHIB""",Independent,320
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,SHIBU S DAS,Gondvana Gantantra Party,293
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,SOCIAL WORKER SHIVRAJ KUSHWAHA,Rashtriya Lok Samta Party,268
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,DR. DEVENDRA PRATAP SINGH,Independent,184
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,ADVOCATE RAJKUMAR PANDEY,Shiv Sena,135
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,PUSHPLATA TIWARI,Independent,131
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,SHARAD SINGH KUMRE,Rashtriya Aamjan Party,121
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,RAKESH PUROHIT PALIWAL,Sarva Samaj Kalyan Party,94
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,DINESH KUMAR JAIN,Rashtriya Jan Awaz Party,81
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,SHAILENDRA MAHESHWARI,Independent,76
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,JANREL SINGH MAAN,Dalit Vikas Party(Bharat),73
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,RANI YADAV,Apna Dal (Soneylal),67
,,,,
MP,BHOPAL DAKSHINA-PASHCHIM ,None of the Above,None of the Above,1128
,,,,
MP,BHOPAL MADHYA,ARIF MASOOD,Indian National Congress,76647
,,,,
MP,BHOPAL MADHYA,SURENDRA NATH SINGH (MAMMA),Bharatiya Janata Party,61890
,,,,
MP,BHOPAL MADHYA,P. K. MANJURE,Sapaks Party,961
,,,,
MP,BHOPAL MADHYA,GOKUL SHAKYA-BOUDDH,Bahujan Samaj Party,781
,,,,
MP,BHOPAL MADHYA,FIDA HUSAIN,Communist Party of India,473
,,,,
MP,BHOPAL MADHYA,FARAZ KHAN,Aam Aadmi Party,451
,,,,
MP,BHOPAL MADHYA,UPENDRA TIWARI,Rashtriya Garima Party,322
,,,,
MP,BHOPAL MADHYA,RAEES BABLU,Independent,233
,,,,
MP,BHOPAL MADHYA,JITENDRA KUMAR SAHU,Samajwadi Party,217
,,,,
MP,BHOPAL MADHYA,SHAMSHUL HASAN,Rashtriya Krantikari Samajwadi Party,112
,,,,
MP,BHOPAL MADHYA,DEVENDRA PRAKASH MISHRA,Independent,107
,,,,
MP,BHOPAL MADHYA,KRISHNA KUMAR MISHRA,Independent,96
,,,,
MP,BHOPAL MADHYA,JAVED KHAN,Independent,94
,,,,
MP,BHOPAL MADHYA,SITA RAMJI PATERIYA,Bhartiya Shakti Chetna Party,86
,,,,
MP,BHOPAL MADHYA,RAJKUMAR GODIYA,Kranti Janshakti Party,82
,,,,
MP,BHOPAL MADHYA,None of the Above,None of the Above,1517
,,,,
MP,BHOPAL UTTAR ,ARIF AQUEEL,Indian National Congress,90403
,,,,
MP,BHOPAL UTTAR ,FATIMA RASOOL SIDDIQUI (GUDIYA),Bharatiya Janata Party,55546
,,,,
MP,BHOPAL UTTAR ,SHUBHAM ARYA URF BHANU HINDU,Independent,4491
,,,,
MP,BHOPAL UTTAR ,PRAKASH NARWARE,Bahujan Samaj Party,773
,,,,
MP,BHOPAL UTTAR ,MUNNA SINGH CHOUHAN,Aam Aadmi Party,696
,,,,
MP,BHOPAL UTTAR ,MUNEZ UDDIN,Independent,218
,,,,
MP,BHOPAL UTTAR ,GIRISH NAGPAL,Independent,114
,,,,
MP,BHOPAL UTTAR ,YOGENDRA KAILASHIA,Rashtriya Lok Samta Party,107
,,,,
MP,BHOPAL UTTAR ,ARJUMAND KHANAM,Independent,104
,,,,
MP,BHOPAL UTTAR ,None of the Above,None of the Above,1368
,,,,
MP,BIAORA,GOVARDHAN DANGI,Indian National Congress,75569
,,,,
MP,BIAORA,NARAYAN SINGH PANWAR,Bharatiya Janata Party,74743
,,,,
MP,BIAORA,MOTILAL LODHA (ANNA SAHAB),Independent,13238
,,,,
MP,BIAORA,GOPAL SINGH BHILALA,Bahujan Samaj Party,5664
,,,,
MP,BIAORA,KALURAM ASHEYA,Aam Aadmi Party,1446
,,,,
MP,BIAORA,RADHESHYAM DANGI,Independent,1365
,,,,
MP,BIAORA,YOGESH SHARMA (BANTI),Independent,823
,,,,
MP,BIAORA,BALVEER CHOUDHRY PTARKAR,Independent,784
,,,,
MP,BIAORA,HOKAM SINGH DANGI,Independent,673
,,,,
MP,BIAORA,USMAN KHAN,Independent,528
,,,,
MP,BIAORA,None of the Above,None of the Above,1481
,,,,
MP,BICHHIYA ,NARAYAN SINGH PATTA,Indian National Congress,76544
,,,,
MP,BICHHIYA ,"DR. SHIVRAJ SHAH ""SHIVA BHAIYA""",Bharatiya Janata Party,55156
,,,,
MP,BICHHIYA ,ENGINEER KAMLESH TEKAM,Gondvana Gantantra Party,32417
,,,,
MP,BICHHIYA ,SAVITRI DHUMKETI,Independent,4777
,,,,
MP,BICHHIYA ,SUNDER LAL KUMHARE,Bahujan Samaj Party,1992
,,,,
MP,BICHHIYA ,ASHOK SHAH DHURWEY (PANDA),Aam Aadmi Party,1903
,,,,
MP,BICHHIYA ,NARESH DHURWEY,Independent,1880
,,,,
MP,BICHHIYA ,SAMARU,Independent,1493
,,,,
MP,BICHHIYA ,AMAR SINGH PATTAVI,Independent,1171
,,,,
MP,BICHHIYA ,LAL SINGH,Independent,1026
,,,,
MP,BICHHIYA ,SONU LAL MARAWI,Sapaks Party,1010
,,,,
MP,BICHHIYA ,POORAN SINGH,Shiv Sena,969
,,,,
MP,BICHHIYA ,"CHANDRA PRAKASH SIRSAM ""BUNTY SINGH""",Rashtriya Gondvana Party,829
,,,,
MP,BICHHIYA ,None of the Above,None of the Above,5915
,,,,
MP,BIJAWAR,RAJESH KUMAR (BABLU BHAIYA),Samajwadi Party,67623
,,,,
MP,BIJAWAR,GUDDAN BHAIYA PUSHPENDRA NATH PATHAK,Bharatiya Janata Party,30909
,,,,
MP,BIJAWAR,SHANKAR PRATAP SINGH MUNNA RAJA,Indian National Congress,23726
,,,,
MP,BIJAWAR,ANUPAMA YADAV,Bahujan Samaj Party,9318
,,,,
MP,BIJAWAR,AMIT BHATNAGAR,Aam Aadmi Party,1943
,,,,
MP,BIJAWAR,DEEPAK BHAIYA,Independent,1902
,,,,
MP,BIJAWAR,RAM PRASAD PATEL,Akhil Bhartiya Aarakshit Samaj Party,1254
,,,,
MP,BIJAWAR,CHAMELI ADIWASI,Independent,1123
,,,,
MP,BIJAWAR,AHIRWAR DESHRAJ,Independent,958
,,,,
MP,BIJAWAR,MANOJ AHIRWAR,Naya Bharat Party,919
,,,,
MP,BIJAWAR,TARIK BABU,Independent,877
,,,,
MP,BIJAWAR,KOUSHAL KISHOR,Independent,607
,,,,
MP,BIJAWAR,LEELA DHAR RAJPOOT,Sanjhi Virasat Party,527
,,,,
MP,BIJAWAR,RAJESH,Independent,487
,,,,
MP,BIJAWAR,AWADH BIHARI CHORACIA,Independent,457
,,,,
MP,BIJAWAR,PRASHANT SHARMA,Sapaks Party,441
,,,,
MP,BIJAWAR,VEER SINGH,Independent,417
,,,,
MP,BIJAWAR,PARVATI PATEL,Jan Adhikar Party,392
,,,,
MP,BIJAWAR,None of the Above,None of the Above,663
,,,,
MP,BINA,MAHESH RAI,Bharatiya Janata Party,57828
,,,,
MP,BINA,SHASHI KATHORIA,Indian National Congress,57196
,,,,
MP,BINA,AHIRWAR SURENDRA KUMAR,Bahujan Samaj Party,6889
,,,,
MP,BINA,DASHARATH AHIRWAR,Republican Party of India (A),1561
,,,,
MP,BINA,BABLU AHIRWAR,Bahujan Sangharshh Dal,770
,,,,
MP,BINA,MALKHAN PARIHAR KHANGAR,Aam Aadmi Party,585
,,,,
MP,BINA,None of the Above,None of the Above,1528
,,,,
MP,BUDHNI,SHIVRAJ SINGH CHOUHAN,Bharatiya Janata Party,123492
,,,,
MP,BUDHNI,ARUN SUBHASHCHANDRA,Indian National Congress,64493
,,,,
MP,BUDHNI,REVARAM SALLAM,Gondvana Gantantra Party,8152
,,,,
MP,BUDHNI,SANJEEV KUMAR,Bahujan Samaj Party,1683
,,,,
MP,BUDHNI,HEMRAJ PETHARI,Independent,1386
,,,,
MP,BUDHNI,PREM SINGH,Independent,672
,,,,
MP,BUDHNI,SHEKHAR CHOUHAN,Independent,628
,,,,
MP,BUDHNI,VIMLESH R B,Aam Aadmi Party,535
,,,,
MP,BUDHNI,VEENA,Shiv Sena,380
,,,,
MP,BUDHNI,GUNDESH KUMAR KHAMBRA,Independent,335
,,,,
MP,BUDHNI,ABDUL RASHID,Independent,328
,,,,
MP,BUDHNI,RADHESHYAM SHARMA BHOLU,Bharatiya Rashtravadi Samanta Party,307
,,,,
MP,BUDHNI,PREMNARAYAN,Independent,302
,,,,
MP,BUDHNI,BRIJESH GUPTA,Jai Lok Party,260
,,,,
MP,BUDHNI,AMAR SINGH,Independent,233
,,,,
MP,BUDHNI,None of the Above,None of the Above,1764
,,,,
MP,BURHANPUR,"THAKUR SURENDRA SINGH NAVAL SINGH ""SHERA BHAIYA""",Independent,98561
,,,,
MP,BURHANPUR,ARCHANA DIDI,Bharatiya Janata Party,93441
,,,,
MP,BURHANPUR,RAVINDRA SUKA MAHAJAN,Indian National Congress,15369
,,,,
MP,BURHANPUR,MANOJ  PAWAR,Bahujan Samaj Party,3559
,,,,
MP,BURHANPUR,SHOUKAT ALI  AKBAR ALI,Independent,1205
,,,,
MP,BURHANPUR,ASHISH SHARMA,Shiv Sena,518
,,,,
MP,BURHANPUR,SHAIKH SHARIF RAJGEER,Independent,487
,,,,
MP,BURHANPUR,VIJAY SHAH GANJEWALA,Independent,410
,,,,
MP,BURHANPUR,SWAMI PUSHKARANAND MAHARAJ,Independent,208
,,,,
MP,BURHANPUR,DAYASHANKAR YADAV S/O RAJPAT YADAV,Independent,191
,,,,
MP,BURHANPUR,None of the Above,None of the Above,5726
,,,,
MP,CHACHODA,LAKSHMAN SINGH,Indian National Congress,81908
,,,,
MP,CHACHODA,MAMTA  MEENA,Bharatiya Janata Party,72111
,,,,
MP,CHACHODA,GANESHRAM LODHI,Bhartiya Panchyat Party,2327
,,,,
MP,CHACHODA,RAHUL KUMAR BODDHY,Bahujan Samaj Party,1997
,,,,
MP,CHACHODA,MAMTA BAI,Independent,1414
,,,,
MP,CHACHODA,SHIVNARAYAN,Independent,872
,,,,
MP,CHACHODA,VIKRAM SINGH LOVEWANSHI (LODHA),Aam Aadmi Party,655
,,,,
MP,CHACHODA,MAMTA,Independent,649
,,,,
MP,CHACHODA,None of the Above,None of the Above,2569
,,,,
MP,CHANDERI,GOPAL SINGH CHAUHAN (DAGGI RAJA),Indian National Congress,45106
,,,,
MP,CHANDERI,BHUPENDRA DWIVEDI,Bharatiya Janata Party,40931
,,,,
MP,CHANDERI,RAO RAJKUMAR SINGH YADAV,Bahujan Samaj Party,34302
,,,,
MP,CHANDERI,LALARAM RICKWAR,Independent,1719
,,,,
MP,CHANDERI,RITESH JAIN AZAAD,Aam Aadmi Party,1038
,,,,
MP,CHANDERI,PRAKASH SINGH,Sapaks Party,925
,,,,
MP,CHANDERI,RAMDAYAL GWAL,Independent,905
,,,,
MP,CHANDERI,HARGOVIND LODHI,Independent,874
,,,,
MP,CHANDERI,JAIPAL SINGH YADAV IMLOODA,Samajwadi Party,835
,,,,
MP,CHANDERI,DHYANCHAND SIMRAIYA,Independent,781
,,,,
MP,CHANDERI,M. JAVED ( JAPANI ),Independent,619
,,,,
MP,CHANDERI,ATAL LALU UDHAM SINGH,Rashtriya Vanchit Party,593
,,,,
MP,CHANDERI,DEEPENDRA SINGH,Rashtriya Sanyukt Samaj Party,552
,,,,
MP,CHANDERI,SATYENDRA SINGH KUSHWAH,Aajad Bharat Party (Democratic),524
,,,,
MP,CHANDERI,GAJRAJ,Independent,322
,,,,
MP,CHANDERI,JASWANT SINGH YADAV,Independent,303
,,,,
MP,CHANDERI,"RAVINDRA SINGH YADAV ""RADHY""",Bhartiya Panchyat Party,166
,,,,
MP,CHANDERI,None of the Above,None of the Above,884
,,,,
MP,CHANDLA,RAJESH KUMAR PRAJAPATI,Bharatiya Janata Party,41227
,,,,
MP,CHANDLA,ANURAGI HARPRASAD (GOPI MASTER),Indian National Congress,40050
,,,,
MP,CHANDLA,AHIRWAR- PUSHPENDRA- KUMAR,Bahujan Samaj Party,25739
,,,,
MP,CHANDLA,ANITYA SINGH,Samajwadi Party,15994
,,,,
MP,CHANDLA,BHAVANEEDEEN,Independent,1447
,,,,
MP,CHANDLA,AHIRWAR RAJKUMAR,Independent,1293
,,,,
MP,CHANDLA,AHIRWAR SANJAY KUMAR,Apna Dal (Soneylal),1117
,,,,
MP,CHANDLA,JYOTIVRAV,Independent,1022
,,,,
MP,CHANDLA,KAMTA PRASAD BANSAL,Bhartiya Panchyat Party,645
,,,,
MP,CHANDLA,SHRIRAM NAGAR,Sapaks Party,563
,,,,
MP,CHANDLA,MOTILAL AHIRWAR,Madhya Pradesh Jan Vikas Party,515
,,,,
MP,CHANDLA,None of the Above,None of the Above,2695
,,,,
MP,CHHATARPUR,ALOK CHATURVEDI (PAJJAN BHAIYA),Indian National Congress,65774
,,,,
MP,CHHATARPUR,ARCHNA GUDDU SINGH,Bharatiya Janata Party,62279
,,,,
MP,CHHATARPUR,ABDUL SAMEER (BHAIYA THEKEDAR),Bahujan Samaj Party,9161
,,,,
MP,CHHATARPUR,PANDIT VINOD KUMAR DUBEY,Independent,1446
,,,,
MP,CHHATARPUR,AGRAWAL VINOD,Sapaks Party,1180
,,,,
MP,CHHATARPUR,GAYATRI KUSHWAHA,Jan Adhikar Party,1144
,,,,
MP,CHHATARPUR,RAKESH PATEL,Independent,976
,,,,
MP,CHHATARPUR,RAJU RAIKWAR(PAN BALE),Independent,848
,,,,
MP,CHHATARPUR,MOHAN SINGH,Samajwadi Party,640
,,,,
MP,CHHATARPUR,MOHAMMAD NAWAB KHAN,Independent,443
,,,,
MP,CHHATARPUR,AHRWAR HARISHCHANDRA,Independent,426
,,,,
MP,CHHATARPUR,ARCHANA SINGH W/O BALBEER SINGH,Independent,392
,,,,
MP,CHHATARPUR,MANJU ASHUTOSH DWIVEDI,Bhartiya Shakti Chetna Party,327
,,,,
MP,CHHATARPUR,DEEPA PATEL,Apna Dal (Soneylal),313
,,,,
MP,CHHATARPUR,NEHA SINGH,Independent,303
,,,,
MP,CHHATARPUR,ARCHANA SINGH W/O RAJENDRA SINGH,Independent,272
,,,,
MP,CHHATARPUR,None of the Above,None of the Above,762
,,,,
MP,CHHINDWARA,DEEPAK SAXENA,Indian National Congress,104034
,,,,
MP,CHHINDWARA,CHOUDHARY CHANDRABHAN SINGH KUBER SINGH,Bharatiya Janata Party,89487
,,,,
MP,CHHINDWARA,SANTOSH SURYAWANSHI,Independent,2326
,,,,
MP,CHHINDWARA,KU. PUSHPA DEVI MASRAM,Gondvana Gantantra Party,2211
,,,,
MP,CHHINDWARA,PURUSHOTTAM MANDRAHA,Bahujan Samaj Party,1714
,,,,
MP,CHHINDWARA,ANIMESH PANDEY,Aam Aadmi Party,864
,,,,
MP,CHHINDWARA,SUBHASH,Independent,773
,,,,
MP,CHHINDWARA,RAMKRISHNAN NAG,Independent,317
,,,,
MP,CHHINDWARA,RAVISHANKAR SINGH THAKUR,Independent,310
,,,,
MP,CHHINDWARA,DEEPAMALA NATH,Rashtriya Aamjan Party,271
,,,,
MP,CHHINDWARA,AYUSHMAN KAPIL  SONI,Independent,266
,,,,
MP,CHHINDWARA,DINESH KUMAR RAJPUT,Sapaks Party,236
,,,,
MP,CHHINDWARA,ASHISH PANDEY,Shiv Sena,234
,,,,
MP,CHHINDWARA,"""PATRAKAR""  RAJESH TANTRIK",Ahinsa Samaj Party,159
,,,,
MP,CHHINDWARA,PRABHU KRIPASHANKAR,Sarvadharam Party (Madhya Pradesh),122
,,,,
MP,CHHINDWARA,None of the Above,None of the Above,2800
,,,,
MP,CHITRAKOOT,NEELANSHU CHATURVEDI,Indian National Congress,58465
,,,,
MP,CHITRAKOOT,SURENDRA SINGH GAHARWAR,Bharatiya Janata Party,48267
,,,,
MP,CHITRAKOOT,RAVENDRA SINGH PATWARI,Bahujan Samaj Party,24010
,,,,
MP,CHITRAKOOT,BRIJESH PRATAP SINGH,Independent,1791
,,,,
MP,CHITRAKOOT,ABHAY LAL YADAV,Independent,1339
,,,,
MP,CHITRAKOOT,AJAY URF GOLU GARG BARAUNDHA,Independent,1098
,,,,
MP,CHITRAKOOT,AWADH BIHARI MISHRA,Independent,1064
,,,,
MP,CHITRAKOOT,BHAI  PUSHPRAJ  KUSHAWAHA,Jan Adhikar Party,887
,,,,
MP,CHITRAKOOT,RAJKUMARI MISHRA (MOTI LAL MISHRA ),Independent,881
,,,,
MP,CHITRAKOOT,RAJARAM SINGH GOND,All India Forward Bloc,832
,,,,
MP,CHITRAKOOT,VIDHYA SHANKAR,Sapaks Party,511
,,,,
MP,CHITRAKOOT,RAMDEEN SATNAMI,Independent,443
,,,,
MP,CHITRAKOOT,VISHWANATH GUPTA,Sarva Samaj Kalyan Party,432
,,,,
MP,CHITRAKOOT,RAMA BHAIYA,Rashtriya mahan Gantantra Party,388
,,,,
MP,CHITRAKOOT,RAMCHANDRA,Independent,385
,,,,
MP,CHITRAKOOT,RAJVANT SINGH (RAJU),Aam Aadmi Party,374
,,,,
MP,CHITRAKOOT,SHRIPAL PAL,Independent,367
,,,,
MP,CHITRAKOOT,BIPIN KUMAR PANDEY,Bharatiya Jan Morcha Party,365
,,,,
MP,CHITRAKOOT,RAJ BAHADUR,Peoples Party of India (Democratic),325
,,,,
MP,CHITRAKOOT,MANORAJ DWIVEDI,Janata Congress,274
,,,,
MP,CHITRAKOOT,None of the Above,None of the Above,449
,,,,
MP,CHITRANGI ,AMAR SINGH,Bharatiya Janata Party,86585
,,,,
MP,CHITRANGI ,SARASWATI SINGH,Indian National Congress,27337
,,,,
MP,CHITRANGI ,"ASHOK SINGH PAIGAM ""ADVOCATE""",Bahujan Samaj Party,17491
,,,,
MP,CHITRANGI ,DAL PRATAP SINGH POYA,Gondvana Gantantra Party,5169
,,,,
MP,CHITRANGI ,DHANASHAH BAIGA,Shiv Sena,2387
,,,,
MP,CHITRANGI ,RAMDHANI,Independent,2081
,,,,
MP,CHITRANGI ,SURYA KAMAL,Bhartiya Shakti Chetna Party,1953
,,,,
MP,CHITRANGI ,SANJEEV KUMAR PANIKA,Peoples Party of India (Democratic),1739
,,,,
MP,CHITRANGI ,AVADHESH,Aam Aadmi Party,1424
,,,,
MP,CHITRANGI ,BABULAL,Republican Party of India (A),1349
,,,,
MP,CHITRANGI ,PAVAN KUMAR VERMA,Nirbal Indian Shoshit Hamara Aam Dal,1196
,,,,
